month,meter,unit,type,cons,rate,band,actual_consumption_charge,actual_tax,actual_csrv,actual_total,expected_cc,expected_stamp,expected_csrv,expected_total,total_diff,pct_error,status
01,90392880,Retail-405,ELECTRICITY,4136.99,2.33,4,9642.67,132.0,40.0,9814.669,9639.19,132.38,40,9811.57,3.1,0.03,OK_MIN
01,90392881,Retail-503,ELECTRICITY,3276.866,2.33,4,7639.06,104.0,40.0,7783.056,7635.1,104.86,40,7779.96,3.1,0.04,OK_MIN
01,88747143,Retail-403,ELECTRICITY,1948.891,2.33,4,4544.38,62.0,40.0,4646.378,4540.91,62.36,40,4643.27,3.11,0.07,OK_MIN
01,88747138,Offices-6-4-2,ELECTRICITY,199.546,1.68,1,338.72,6.0,15.0,359.721,335.24,6.39,15,356.63,3.09,0.87,OK_MIN
01,88747162,Offices-5-4-7,ELECTRICITY,517.247,2.2,2,1141.59,16.0,20.0,1177.593,1137.94,16.55,20,1174.49,3.1,0.26,OK_MIN
01,88747055,Offices-6-4-13,ELECTRICITY,62.471,0.85,0,57.2,1.0,5.0,63.199,53.1,2.0,5,60.1,3.1,5.16,MARGINAL
01,88747137,Offices-4-2-9,ELECTRICITY,376.105,2.2,2,830.57,12.0,20.0,862.565,827.43,12.04,20,859.47,3.1,0.36,OK_MIN
01,88747175,Offices-2-4-6/7/8,ELECTRICITY,3208.433,2.33,4,7479.42,102.0,40.0,7621.418,7475.65,102.67,40,7618.32,3.1,0.04,OK_MIN
01,88747164,Offices-7-1-3,ELECTRICITY,119.694,1.68,1,205.01,3.0,15.0,223.015,201.09,3.83,15,219.92,3.09,1.41,OK_MIN
01,88747145,Offices-5-2-4,ELECTRICITY,3.886,0.85,0,6.53,0.0,5.0,11.526,3.3,0.12,5,9.1,2.43,26.7,MARGINAL
01,88546838,Offices-7-4-6,ELECTRICITY,0.001,0.85,0,12.1,0.0,0.0,12.1,0.0,0.0,5,9.1,3.0,32.97,MARGINAL
01,88546844,Offices-4-4-10,ELECTRICITY,0.003,0.85,0,12.1,0.0,0.0,12.1,0.0,0.0,5,9.1,3.0,32.97,MARGINAL
01,88546845,Offices-4-1-10,ELECTRICITY,287.304,2.2,2,635.36,9.0,20.0,664.36,632.07,9.19,20,661.26,3.1,0.47,OK_MIN
01,88546837,Offices-7-1-1,ELECTRICITY,227.052,1.68,1,384.81,7.0,15.0,406.812,381.45,7.27,15,403.72,3.09,0.77,OK_MIN
01,88546847,Offices-6-4-7,ELECTRICITY,601.532,2.2,3,1326.83,19.0,25.0,1370.826,1323.37,19.25,25,1367.62,3.21,0.23,OK_MIN
01,88546843,Offices-6-4-8/9,ELECTRICITY,1502.184,2.33,4,3503.26,48.0,40.0,3591.257,3500.09,48.07,40,3588.16,3.1,0.09,OK_MIN
01,88546832,Offices-5-2-7,ELECTRICITY,1091.542,2.33,4,2547.32,34.0,40.0,2621.321,2543.29,34.93,40,2618.22,3.1,0.12,OK_MIN
01,88546840,Offices-4-2-12,ELECTRICITY,6.124,0.85,0,8.5,0.0,5.0,13.5,5.21,0.2,5,10.41,3.09,29.68,MARGINAL
01,88546841,Offices-4-0-6,ELECTRICITY,117.118,1.68,1,200.6,3.0,15.0,218.605,196.76,3.75,15,215.51,3.09,1.43,OK_MIN
01,88747146,Retail-404,ELECTRICITY,2675.38,2.33,4,6237.35,85.0,40.0,6362.347,6233.64,85.61,40,6359.25,3.1,0.05,OK_MIN
01,89384496,Retail-703,ELECTRICITY,15906.848,2.33,4,37066.07,509.0,40.0,37615.074,37062.96,509.02,40,37611.98,3.09,0.01,OK_MIN
01,88546865,Offices-4-3-2,ELECTRICITY,271.44,2.2,2,600.95,8.0,20.0,628.954,597.17,8.69,20,625.86,3.09,0.49,OK_MIN
01,88546846,Offices-4-3-3,ELECTRICITY,913.613,2.2,3,2035.24,29.0,25.0,2089.235,2009.95,29.24,25,2064.19,25.05,1.21,MISMATCH
01,89384486,Rowad-building,ELECTRICITY,11599.278,2.33,4,27029.59,371.0,40.0,27440.593,27026.32,371.18,40,27437.5,3.09,0.01,OK_MIN
01,89384490,Rowad-building,ELECTRICITY,8090.24,2.33,4,18854.25,258.0,40.0,19152.246,18850.26,258.89,40,19149.15,3.1,0.02,OK_MIN
01,88747144,Retail-603,ELECTRICITY,4363.886,2.33,4,10171.6,139.0,40.0,10350.598,10167.85,139.64,40,10347.49,3.11,0.03,OK_MIN
01,88747142,Retail-301,ELECTRICITY,4564.418,2.33,4,10638.25,146.0,40.0,10824.254,10635.09,146.06,40,10821.15,3.1,0.03,OK_MIN
01,88747177,Offices-5-2-1,ELECTRICITY,304.277,2.2,2,673.25,9.0,20.0,702.245,669.41,9.74,20,699.15,3.1,0.44,OK_MIN
01,91969844,Retail-505,ELECTRICITY,52284.32,2.33,4,121825.66,1673.0,40.0,123538.663,121822.47,1673.1,40,123535.57,3.09,0.0,OK_MIN
01,88546890,Retail-501,ELECTRICITY,4543.519,2.33,4,10589.89,145.0,40.0,10774.891,10586.4,145.39,40,10771.79,3.1,0.03,OK_MIN
01,88747148,Offices-2-3-6,ELECTRICITY,36.228,0.85,0,34.05,1.0,5.0,40.052,30.79,1.16,5,36.95,3.1,8.39,MARGINAL
01,88747147,Offices-2-3-7,ELECTRICITY,204.369,1.68,1,346.98,6.0,15.0,367.978,343.34,6.54,15,364.88,3.1,0.85,OK_MIN
01,91969827,Retail-602,ELECTRICITY,4678.555,2.33,4,10904.85,149.0,40.0,11093.846,10901.03,149.71,40,11090.74,3.11,0.03,OK_MIN
01,91969828,Retail-307,ELECTRICITY,10374.93,2.33,4,24177.68,331.0,40.0,24548.683,24173.59,332.0,40,24545.59,3.09,0.01,OK_MIN
01,91969830,Retail-702,ELECTRICITY,9524.576,2.33,4,22196.15,304.0,40.0,22540.148,22192.26,304.79,40,22537.05,3.1,0.01,OK_MIN
01,89384517,Retail-504,ELECTRICITY,6867.453,2.33,4,16005.02,219.0,40.0,16264.023,16001.17,219.76,40,16260.93,3.09,0.02,OK_MIN
01,88747140,Offices-6-3-11,ELECTRICITY,432.76,2.2,2,956.02,13.0,20.0,989.019,952.07,13.85,20,985.92,3.1,0.31,OK_MIN
01,88546829,Retail-302,ELECTRICITY,7352.384,2.33,4,17134.43,235.0,40.0,17409.43,17131.05,235.28,40,17406.33,3.1,0.02,OK_MIN
01,88546857,Retail-304,ELECTRICITY,4227.49,2.33,4,9853.43,135.0,40.0,10028.43,9850.05,135.28,40,10025.33,3.1,0.03,OK_MIN
01,88546848,Retail-306,ELECTRICITY,735.89,2.2,3,1632.12,23.0,25.0,1680.117,1618.96,23.55,25,1667.51,12.61,0.76,MARGINAL
01,91980638,Chiller-1,ELECTRICITY,3003.2,2.33,4,7000.66,96.0,40.0,7136.657,6997.46,96.1,40,7133.56,3.1,0.04,OK_MIN
01,91980639,Chiller-2,ELECTRICITY,34290.399,2.33,4,79900.02,1097.0,40.0,81037.021,79896.63,1097.29,40,81033.92,3.1,0.0,OK_MIN
01,91980640,Chiller-3,ELECTRICITY,21324.802,2.33,4,49690.28,682.0,40.0,50412.281,49686.79,682.39,40,50409.18,3.1,0.01,OK_MIN
01,91980641,Chiller-4,ELECTRICITY,11547.998,2.33,4,26910.47,369.0,40.0,27319.47,26906.84,369.54,40,27316.38,3.09,0.01,OK_MIN
01,94246799,Retail-205,ELECTRICITY,0.833,0.85,0,12.1,0.0,0.0,12.1,0.71,0.03,5,9.1,3.0,32.97,MARGINAL
01,89384504,Retail-201-202-203,ELECTRICITY,1668.207,2.33,4,3890.4,53.0,40.0,3983.403,3886.92,53.38,40,3980.3,3.1,0.08,OK_MIN
01,88546861,Retail-512,ELECTRICITY,935.212,2.2,3,2084.96,29.0,25.0,2138.957,2057.47,29.93,25,2112.4,26.56,1.26,MISMATCH
01,88546828,Retail-305,ELECTRICITY,3037.434,2.33,4,7080.52,97.0,40.0,7217.518,7077.22,97.2,40,7214.42,3.1,0.04,OK_MIN
01,89384491,Retail-406,ELECTRICITY,16368.046,2.33,4,38141.42,523.0,40.0,38704.424,38137.55,523.78,40,38701.33,3.09,0.01,OK_MIN
01,88747059,Retail-310,ELECTRICITY,4292.88,2.33,4,10005.88,137.0,40.0,10182.882,10002.41,137.37,40,10179.78,3.1,0.03,OK_MIN
01,88546842,Offices-4-1-13,ELECTRICITY,0.0,0.85,0,12.1,0.0,0.0,12.1,0.0,0.0,5,9.1,3.0,32.97,MARGINAL
01,88546935,Offices-5-2-9,ELECTRICITY,467.226,2.2,2,1031.95,14.0,20.0,1065.949,1027.9,14.95,20,1062.85,3.1,0.29,OK_MIN
01,88546831,Offices-7-3-6,ELECTRICITY,306.984,2.2,2,679.29,9.0,20.0,708.288,675.37,9.82,20,705.19,3.1,0.44,OK_MIN
01,91969829,Retail-514,ELECTRICITY,8134.74,2.33,4,18957.35,260.0,40.0,19257.355,18953.94,260.31,40,19254.25,3.1,0.02,OK_MIN
01,88546980,Retail-510,ELECTRICITY,6962.282,2.33,4,16226.01,222.0,40.0,16488.01,16222.12,222.79,40,16484.91,3.1,0.02,OK_MIN
01,88546908,Offices-2-0-3,ELECTRICITY,78.816,0.85,0,70.61,2.0,5.0,77.615,66.99,2.52,5,74.51,3.1,4.16,OK_MIN
01,88546945,Offices-2-1-3/4,ELECTRICITY,1384.126,2.33,4,3228.41,44.0,40.0,3312.406,3225.01,44.29,40,3309.3,3.11,0.09,OK_MIN
01,91969841,Offices-2-0-4/5/6/7/8,ELECTRICITY,5022.062,2.33,4,11705.21,160.0,40.0,11905.209,11701.4,160.71,40,11902.11,3.1,0.03,OK_MIN
01,94246384,Offices-2-0-9,ELECTRICITY,0.0,0.85,0,12.1,0.0,0.0,12.1,0.0,0.0,5,9.1,3.0,32.97,MARGINAL
01,88546839,Offices-2-2-1,ELECTRICITY,1483.175,2.33,4,3459.36,47.0,40.0,3546.358,3455.8,47.46,40,3543.26,3.1,0.09,OK_MIN
01,88546971,Offices-4-2-11,ELECTRICITY,35.418,0.85,0,33.34,1.0,5.0,39.338,30.11,1.13,5,36.24,3.1,8.55,MARGINAL
01,91980642,Beltone-Building,ELECTRICITY,74219.2,2.33,4,172933.85,2375.0,40.0,175348.85,172930.74,2375.01,40,175345.75,3.1,0.0,OK_MIN
01,88546906,Offices-2-2-8/9,ELECTRICITY,2483.837,2.33,4,5790.92,79.0,40.0,5909.922,5787.34,79.48,40,5906.82,3.1,0.05,OK_MIN
01,88546970,Offices-4-4-3,ELECTRICITY,607.373,2.2,3,1340.27,19.0,25.0,1384.27,1336.22,19.44,25,1380.66,3.61,0.26,OK_MIN
01,88546872,Offices-4-2-4,ELECTRICITY,703.892,2.2,3,1559.46,22.0,25.0,1606.458,1548.56,22.52,25,1596.08,10.38,0.65,MARGINAL
01,88546924,Retail-604,ELECTRICITY,5803.79,2.33,4,13526.65,185.0,40.0,13751.651,13522.83,185.72,40,13748.55,3.1,0.02,OK_MIN
01,91969831,Retail-511,ELECTRICITY,9260.054,2.33,4,21579.35,296.0,40.0,21915.346,21575.93,296.32,40,21912.25,3.1,0.01,OK_MIN
01,88546869,Offices-6-0-7,ELECTRICITY,472.204,2.2,2,1042.06,15.0,20.0,1077.057,1038.85,15.11,20,1073.96,3.1,0.29,OK_MIN
01,91969835,Retail-601,ELECTRICITY,6752.4,2.33,4,15736.27,216.0,40.0,15992.267,15733.09,216.08,40,15989.17,3.1,0.02,OK_MIN
01,94246370,Offices-6-4-3,ELECTRICITY,263.868,2.2,2,584.05,8.0,20.0,612.051,580.51,8.44,20,608.95,3.1,0.51,OK_MIN
01,91969842,Retail-303,ELECTRICITY,6383.883,2.33,4,14877.83,204.0,40.0,15121.831,14874.45,204.28,40,15118.73,3.1,0.02,OK_MIN
01,91969846,Retail-204,ELECTRICITY,0.0,0.85,0,12.1,0.0,0.0,12.1,0.0,0.0,5,9.1,3.0,32.97,MARGINAL
01,91969832,Retail-401,ELECTRICITY,5285.962,2.33,4,12319.54,169.0,40.0,12528.54,12316.29,169.15,40,12525.44,3.1,0.02,OK_MIN
01,94246305,Offices-4-2-13,ELECTRICITY,343.693,2.2,2,760.22,10.0,20.0,790.223,756.13,11.0,20,787.13,3.09,0.39,OK_MIN
01,94246360,Offices-6-4-6,ELECTRICITY,182.028,1.68,1,309.73,5.0,15.0,329.73,305.81,5.82,15,326.63,3.1,0.95,OK_MIN
01,94246311,Offices-6-0-5,ELECTRICITY,212.979,1.68,1,361.72,6.0,15.0,382.719,357.8,6.82,15,379.62,3.1,0.82,OK_MIN
01,94246306,Offices-4-4-9,ELECTRICITY,750.161,2.2,3,1663.97,24.0,25.0,1712.97,1650.35,24.01,25,1699.36,13.61,0.8,MARGINAL
01,88546892,Offices-4-1-2,ELECTRICITY,95.251,0.85,0,84.11,3.0,5.0,92.111,80.96,3.05,5,89.01,3.1,3.48,OK_MIN
01,94246314,Offices-7-4-8,ELECTRICITY,0.006,0.85,0,12.1,0.0,0.0,12.1,0.01,0.0,5,9.1,3.0,32.97,MARGINAL
01,94246363,Offices-2-1-5,ELECTRICITY,422.144,2.2,2,932.32,13.0,20.0,965.324,928.72,13.51,20,962.23,3.09,0.32,OK_MIN
01,94246315,Offices-6-1-5,ELECTRICITY,198.052,1.68,1,336.16,6.0,15.0,357.164,332.73,6.34,15,354.07,3.09,0.87,OK_MIN
01,94246371,Offices-4-3-9,ELECTRICITY,672.743,2.2,3,1488.75,21.0,25.0,1534.754,1480.04,21.53,25,1526.57,8.18,0.54,MARGINAL
01,94246303,Offices-2-2-3,ELECTRICITY,360.439,2.2,2,796.6,11.0,20.0,827.599,792.97,11.53,20,824.5,3.1,0.38,OK_MIN
01,94246310,Offices-4-4-6,ELECTRICITY,429.545,2.2,2,948.84,13.0,20.0,981.843,945.0,13.75,20,978.75,3.09,0.32,OK_MIN
01,94246369,Offices-6-4-10,ELECTRICITY,119.526,1.68,1,204.73,3.0,15.0,222.727,200.8,3.82,15,219.62,3.11,1.42,OK_MIN
01,94246309,Offices-4-4-8,ELECTRICITY,110.821,1.68,1,189.82,3.0,15.0,207.825,186.18,3.55,15,204.73,3.09,1.51,OK_MIN
01,94246316,Offices-6-0-6,ELECTRICITY,460.568,2.2,2,1017.09,14.0,20.0,1051.086,1013.25,14.74,20,1047.99,3.1,0.3,OK_MIN
01,94246312,Offices-6-2-9/10,ELECTRICITY,1174.1,2.33,4,2739.32,37.0,40.0,2816.323,2735.65,37.57,40,2813.22,3.1,0.11,OK_MIN
01,94246307,Offices-7-4-3,ELECTRICITY,356.136,2.2,2,786.99,11.0,20.0,817.994,783.5,11.4,20,814.9,3.09,0.38,OK_MIN
01,94246304,Offices-4-4-12,ELECTRICITY,73.893,0.85,0,66.27,2.0,5.0,73.273,62.81,2.36,5,70.17,3.1,4.42,OK_MIN
01,94246359,Offices-7-0-3,ELECTRICITY,488.527,2.2,2,1078.49,15.0,20.0,1113.49,1074.76,15.63,20,1110.39,3.1,0.28,OK_MIN
01,94246367,Offices-4-1-9,ELECTRICITY,350.068,2.2,2,773.45,11.0,20.0,804.451,770.15,11.2,20,801.35,3.1,0.39,OK_MIN
01,94246383,Offices-2-3-1,ELECTRICITY,659.694,2.2,3,1458.72,21.0,25.0,1504.716,1451.33,21.11,25,1497.44,7.28,0.49,MARGINAL
01,94246364,Offices-2-3-4,ELECTRICITY,1177.773,2.33,4,2748.0,37.0,40.0,2825.0,2744.21,37.69,40,2821.9,3.1,0.11,OK_MIN
01,94246362,Offices-2-2-4,ELECTRICITY,593.67,2.2,2,1310.17,18.0,20.0,1348.171,1306.07,19.0,20,1345.07,3.1,0.23,OK_MIN
01,94246313,Offices-4-0-10,ELECTRICITY,263.591,2.2,2,583.43,8.0,20.0,611.433,579.9,8.43,20,608.33,3.1,0.51,OK_MIN
01,94246366,Offices-5-0-3,ELECTRICITY,1069.129,2.33,4,2494.38,34.0,40.0,2568.381,2491.07,34.21,40,2565.28,3.1,0.12,OK_MIN
01,94246361,Offices-5-0-4,ELECTRICITY,76.047,0.85,0,68.17,2.0,5.0,75.173,64.64,2.43,5,72.07,3.1,4.3,OK_MIN
01,94246712,Offices-5-2-5,ELECTRICITY,1028.283,2.33,4,2399.9,32.0,40.0,2471.904,2395.9,32.91,40,2468.81,3.09,0.13,OK_MIN
01,94246368,Offices-4-0-3,ELECTRICITY,0.0,0.85,0,12.1,0.0,0.0,12.1,0.0,0.0,5,9.1,3.0,32.97,MARGINAL
01,94246365,Offices-4-0-4,ELECTRICITY,641.812,2.2,3,1418.55,20.0,25.0,1463.549,1411.99,20.54,25,1457.53,6.02,0.41,MARGINAL
01,94246729,Offices-4-0-1,ELECTRICITY,262.309,2.2,2,580.57,8.0,20.0,608.572,577.08,8.39,20,605.47,3.1,0.51,OK_MIN
01,94246308,Offices-7-3-4,ELECTRICITY,5.115,0.85,0,7.61,0.0,5.0,12.611,4.35,0.16,5,9.51,3.1,32.6,MARGINAL
01,94246727,Offices-5-4-2,ELECTRICITY,1112.507,2.33,4,2595.84,35.0,40.0,2670.841,2592.14,35.6,40,2667.74,3.1,0.12,OK_MIN
01,94246732,Offices-5-4-1,ELECTRICITY,723.735,2.2,3,1604.14,23.0,25.0,1652.136,1592.22,23.16,25,1640.38,11.76,0.72,MARGINAL
01,94246728,Offices-4-3-5,ELECTRICITY,233.743,1.68,1,396.27,7.0,15.0,418.266,392.69,7.48,15,415.17,3.1,0.75,OK_MIN
01,94246723,Offices-7-4-7,ELECTRICITY,79.649,0.85,0,71.35,2.0,5.0,78.349,67.7,2.55,5,75.25,3.1,4.12,OK_MIN
01,94246720,Offices-7-3-5,ELECTRICITY,304.101,2.2,2,672.85,9.0,20.0,701.853,669.02,9.73,20,698.75,3.1,0.44,OK_MIN
01,94246724,Offices-5-4-5,ELECTRICITY,458.339,2.2,2,1012.11,14.0,20.0,1046.112,1008.35,14.67,20,1043.02,3.09,0.3,OK_MIN
01,94246801,Offices-4-4-13,ELECTRICITY,609.454,2.2,3,1345.06,19.0,25.0,1389.063,1340.8,19.5,25,1385.3,3.76,0.27,OK_MIN
01,94246736,Offices-6-1-10,ELECTRICITY,105.52,1.68,1,180.75,3.0,15.0,198.75,177.27,3.38,15,195.65,3.1,1.58,OK_MIN
01,94246372,Offices-4-3-12,ELECTRICITY,137.519,1.68,1,234.53,4.0,15.0,253.532,231.03,4.4,15,250.43,3.1,1.24,OK_MIN
01,94246355,Offices-4-3-10,ELECTRICITY,321.602,2.2,2,710.91,10.0,20.0,740.915,707.52,10.29,20,737.81,3.11,0.42,OK_MIN
01,94246347,Offices-6-3-9,ELECTRICITY,523.044,2.2,2,1154.53,16.0,20.0,1190.533,1150.7,16.74,20,1187.44,3.09,0.26,OK_MIN
01,94246357,Offices-6-0-3,ELECTRICITY,147.318,1.68,1,251.31,4.0,15.0,270.308,247.49,4.71,15,267.2,3.11,1.16,OK_MIN
01,94246346,Offices-6-1-13,ELECTRICITY,79.22,0.85,0,70.97,2.0,5.0,77.972,67.34,2.54,5,74.88,3.09,4.13,OK_MIN
01,94246353,Offices-4-2-5,ELECTRICITY,241.407,1.68,1,409.39,7.0,15.0,431.387,405.56,7.73,15,428.29,3.1,0.72,OK_MIN
01,94246547,Offices-5-3-1/2/7/8/9,ELECTRICITY,1950.628,2.33,4,4548.48,62.0,40.0,4650.483,4544.96,62.42,40,4647.38,3.1,0.07,OK_MIN
01,94246721,Offices-5-3-3/4/5,ELECTRICITY,701.232,2.2,3,1553.34,22.0,25.0,1600.335,1542.71,22.44,25,1590.15,10.18,0.64,MARGINAL
01,94246704,Offices-4-4-11,ELECTRICITY,263.872,2.2,2,584.06,8.0,20.0,612.06,580.52,8.44,20,608.96,3.1,0.51,OK_MIN
01,94246703,Offices-2-1-9,ELECTRICITY,1207.076,2.33,4,2816.21,38.0,40.0,2894.213,2812.49,38.63,40,2891.12,3.09,0.11,OK_MIN
01,94246722,Offices-2-1-8,ELECTRICITY,439.481,2.2,2,970.02,14.0,20.0,1004.022,966.86,14.06,20,1000.92,3.1,0.31,OK_MIN
01,94246715,Offices-4-4-7,ELECTRICITY,1816.046,2.33,4,4234.6,58.0,40.0,4332.599,4231.39,58.11,40,4329.5,3.1,0.07,OK_MIN
01,94246718,Offices-7-0-2,ELECTRICITY,0.003,0.85,0,12.1,0.0,0.0,12.1,0.0,0.0,5,9.1,3.0,32.97,MARGINAL
01,94246549,Offices-5-2-3,ELECTRICITY,408.601,2.2,2,902.1,13.0,20.0,935.097,898.92,13.08,20,932.0,3.1,0.33,OK_MIN
01,94246730,Offices-4-1-5,ELECTRICITY,232.612,1.68,1,394.33,7.0,15.0,416.33,390.79,7.44,15,413.23,3.1,0.75,OK_MIN
01,94246709,Offices-6-4-1,ELECTRICITY,1262.614,2.33,4,2945.39,40.0,40.0,3025.393,2941.89,40.4,40,3022.29,3.1,0.1,OK_MIN
01,94246716,Offices-4-3-1,ELECTRICITY,481.499,2.2,2,1062.8,15.0,20.0,1097.804,1059.3,15.41,20,1094.71,3.09,0.28,OK_MIN
01,94246719,Offices-4-2-6,ELECTRICITY,13.849,0.85,0,15.31,0.0,5.0,20.314,11.77,0.44,5,17.21,3.1,18.01,MARGINAL
01,94246706,Offices-6-0-1,ELECTRICITY,891.21,2.2,3,1984.66,28.0,25.0,2037.665,1960.66,28.52,25,2014.18,23.48,1.17,MISMATCH
01,94246714,Offices-7-3-2,ELECTRICITY,193.254,1.68,1,327.95,6.0,15.0,348.949,324.67,6.18,15,345.85,3.1,0.9,OK_MIN
01,94246726,Offices-4-1-6,ELECTRICITY,202.856,1.68,1,344.39,6.0,15.0,365.388,340.8,6.49,15,362.29,3.1,0.86,OK_MIN
01,94246731,Offices-4-4-4/5,ELECTRICITY,458.135,2.2,2,1011.66,14.0,20.0,1045.656,1007.9,14.66,20,1042.56,3.1,0.3,OK_MIN
01,94246733,Plug infinity,ELECTRICITY,2519.224,2.33,4,6018.6,0.0,0.0,6018.599,5869.79,80.62,40,5990.41,28.19,0.47,MISMATCH
01,94246708,Offices-5-1-5,ELECTRICITY,40.794,0.85,0,38.08,1.0,5.0,44.079,34.67,1.31,5,40.98,3.1,7.56,MARGINAL
01,94246710,Offices-6-1-4,ELECTRICITY,0.009,0.85,0,12.1,0.0,0.0,12.1,0.01,0.0,5,9.1,3.0,32.97,MARGINAL
01,94246734,Offices-5-1-8,ELECTRICITY,200.552,1.68,1,340.44,6.0,15.0,361.444,336.93,6.42,15,358.35,3.09,0.86,OK_MIN
01,94246735,Offices-5-1-9,ELECTRICITY,1112.694,2.33,4,2596.28,35.0,40.0,2671.283,2592.58,35.61,40,2668.19,3.09,0.12,OK_MIN
01,94246725,Offices-7-3-3,ELECTRICITY,177.322,1.68,1,301.68,5.0,15.0,321.675,297.9,5.67,15,318.57,3.11,0.98,OK_MIN
01,94246705,Offices-7-0-4,ELECTRICITY,572.424,2.2,2,1262.75,18.0,20.0,1300.749,1259.33,18.32,20,1297.65,3.1,0.24,OK_MIN
01,94246713,Offices-6-3-10,ELECTRICITY,3.879,0.85,0,6.52,0.0,5.0,11.521,3.3,0.12,5,9.1,2.42,26.59,MARGINAL
01,94246717,Offices-7-1-2,ELECTRICITY,340.378,2.2,2,752.82,10.0,20.0,782.822,748.83,10.89,20,779.72,3.1,0.4,OK_MIN
01,94246711,Offices-4-0-9,ELECTRICITY,115.97,1.68,1,198.64,3.0,15.0,216.64,194.83,3.71,15,213.54,3.1,1.45,OK_MIN
01,94246707,Offices-7-4-9,ELECTRICITY,0.004,0.85,0,12.1,0.0,0.0,12.1,0.0,0.0,5,9.1,3.0,32.97,MARGINAL
01,94246358,Offices-7-0-1,ELECTRICITY,1095.983,2.33,4,2556.81,35.0,40.0,2631.811,2553.64,35.07,40,2628.71,3.1,0.12,OK_MIN
01,94246349,Offices-5-2-8,ELECTRICITY,0.0,0.85,0,12.1,0.0,0.0,12.1,0.0,0.0,5,9.1,3.0,32.97,MARGINAL
01,94246350,Offices-4-4-1/2,ELECTRICITY,281.866,2.2,2,623.22,9.0,20.0,652.223,620.1,9.02,20,649.12,3.1,0.48,OK_MIN
01,94246551,Offices-7-1-7,ELECTRICITY,747.646,2.2,3,1659.18,23.0,25.0,1707.179,1644.82,23.92,25,1693.74,13.44,0.79,MARGINAL
01,94246548,Offices-7-1-8,ELECTRICITY,86.573,0.85,0,77.46,2.0,5.0,84.457,73.59,2.77,5,81.36,3.1,3.81,OK_MIN
01,94246352,Offices-6-1-9,ELECTRICITY,906.74,2.2,3,2019.41,29.0,25.0,2073.414,1994.83,29.02,25,2048.85,24.56,1.2,MISMATCH
01,94246351,Offices-6-1-8,ELECTRICITY,633.477,2.2,3,1399.36,20.0,25.0,1444.363,1393.65,20.27,25,1438.92,5.44,0.38,MARGINAL
01,94246795,Offices-6-1-7,ELECTRICITY,536.232,2.2,2,1182.97,17.0,20.0,1219.969,1179.71,17.16,20,1216.87,3.1,0.25,OK_MIN
01,94246784,Offices-6-2-7,ELECTRICITY,854.523,2.2,3,1901.21,27.0,25.0,1953.211,1879.95,27.34,25,1932.29,20.92,1.08,MISMATCH
01,94246356,Offices-5-4-4,ELECTRICITY,119.947,1.68,1,205.45,3.0,15.0,223.449,201.51,3.84,15,220.35,3.1,1.41,OK_MIN
01,94246552,Offices-2-3-5,ELECTRICITY,349.603,2.2,2,772.41,11.0,20.0,803.414,769.13,11.19,20,800.32,3.09,0.39,OK_MIN
01,94246797,Offices-2-1-7,ELECTRICITY,859.105,2.2,3,1911.76,27.0,25.0,1963.758,1890.03,27.49,25,1942.52,21.24,1.09,MISMATCH
01,94246767,Offices-7-3-8,ELECTRICITY,268.16,2.2,2,593.63,8.0,20.0,621.633,589.95,8.58,20,618.53,3.1,0.5,OK_MIN
01,94246779,Offices-7-3-9,ELECTRICITY,2245.714,2.33,4,5236.48,71.0,40.0,5347.475,5232.51,71.86,40,5344.37,3.11,0.06,OK_MIN
01,94246796,Offices-6-2-3,ELECTRICITY,200.296,1.68,1,340.01,6.0,15.0,361.006,336.5,6.41,15,357.91,3.1,0.87,OK_MIN
01,94246788,Offices-4-3-4,ELECTRICITY,762.559,2.2,3,1692.51,24.0,25.0,1741.509,1677.63,24.4,25,1727.03,14.48,0.84,MARGINAL
01,94246765,Offices-6-3-1/12/13,ELECTRICITY,1103.962,2.33,4,2575.66,35.0,40.0,2650.657,2572.23,35.33,40,2647.56,3.1,0.12,OK_MIN
01,94246774,Offices-4-1-1,ELECTRICITY,0.027,0.85,0,12.1,0.0,0.0,12.1,0.02,0.0,5,9.1,3.0,32.97,MARGINAL
01,94246766,Offices-2-3-3,ELECTRICITY,456.714,2.2,2,1008.48,14.0,20.0,1042.484,1004.77,14.61,20,1039.38,3.1,0.3,OK_MIN
01,94246798,Offices-6-4-12,ELECTRICITY,3.922,0.85,0,6.56,0.0,5.0,11.558,3.33,0.13,5,9.1,2.46,27.03,MARGINAL
01,94246789,Offices-6-4-11,ELECTRICITY,2.507,0.85,0,5.31,0.0,5.0,10.31,2.13,0.08,5,9.1,1.21,13.3,MARGINAL
01,94246769,Offices-6-3-7/8,ELECTRICITY,787.79,2.2,3,1749.59,25.0,25.0,1799.592,1733.14,25.21,25,1783.35,16.24,0.91,MARGINAL
01,94246783,Offices-4-3-13,ELECTRICITY,511.613,2.2,2,1129.02,16.0,20.0,1165.019,1125.55,16.37,20,1161.92,3.1,0.27,OK_MIN
01,94246790,Offices-4-1-11,ELECTRICITY,55.423,0.85,0,50.98,1.0,5.0,56.982,47.11,1.77,5,53.88,3.1,5.75,MARGINAL
01,94246793,Offices-7-4-4,ELECTRICITY,0.001,0.85,0,12.1,0.0,0.0,12.1,0.0,0.0,5,9.1,3.0,32.97,MARGINAL
