month,meter,unit,type,cons,rate,band,actual_consumption_charge,actual_tax,actual_csrv,actual_total,expected_cc,expected_stamp,expected_csrv,expected_total,total_diff,pct_error,status
05,94246772,Offices-2-4-9,ELECTRICITY,3008.842,2.79,4,8395.05,96.0,40.0,8531.051,8394.67,96.28,40,8530.95,0.1,0.0,CLOSE
05,94246775,Offices-7-3-1,ELECTRICITY,283.964,2.64,2,749.85,9.0,20.0,778.85,749.66,9.09,20,778.75,0.1,0.01,CLOSE
05,94246764,Offices-2-2-5,ELECTRICITY,692.002,2.74,3,1896.33,22.0,25.0,1943.329,1896.09,22.14,25,1943.23,0.1,0.01,CLOSE
05,94246776,Offices-7-3-7,ELECTRICITY,2.099,1.62,0,3.57,0.0,5.0,8.567,3.4,0.07,5,9.1,-0.53,5.82,CLOSE
05,94246792,Offices-2-3-8-9,ELECTRICITY,1509.815,2.79,4,4212.8,48.0,40.0,4300.797,4212.38,48.31,40,4300.69,0.11,0.0,CLOSE
05,94246773,Offices-6-0-8,ELECTRICITY,709.927,2.74,3,1946.02,22.0,25.0,1993.016,1945.2,22.72,25,1992.92,0.1,0.01,CLOSE
05,94246777,Offices-4-3-7,ELECTRICITY,0.0,1.62,0,9.1,0.0,0.0,9.1,0.0,0.0,5,9.1,0.0,0.0,MATCH
05,94246785,Offices-7-2-7-8-9,ELECTRICITY,1934.919,2.79,4,5399.44,61.0,40.0,5500.441,5398.42,61.92,40,5500.34,0.1,0.0,CLOSE
05,94246749,Offices-7-2-6,ELECTRICITY,0.0,1.62,0,9.1,0.0,0.0,9.1,0.0,0.0,5,9.1,0.0,0.0,MATCH
05,94246786,Offices-6-3-5,ELECTRICITY,228.533,2.16,1,494.04,7.0,15.0,516.044,493.63,7.31,15,515.94,0.1,0.02,CLOSE
05,94246763,Offices-6-1-12,ELECTRICITY,0.0,1.62,0,9.1,0.0,0.0,9.1,0.0,0.0,5,9.1,0.0,0.0,MATCH
05,94246787,Offices-5-2-2,ELECTRICITY,226.231,2.16,1,489.0,7.0,15.0,510.997,488.66,7.24,15,510.9,0.1,0.02,CLOSE
05,94246752,Offices-6-2-4,ELECTRICITY,418.733,2.64,2,1105.95,13.0,20.0,1138.954,1105.46,13.4,20,1138.86,0.09,0.01,CLOSE
05,94246794,Offices-2-2-6-7,ELECTRICITY,1077.767,2.79,4,3007.56,34.0,40.0,3081.557,3006.97,34.49,40,3081.46,0.1,0.0,CLOSE
05,94246800,Offices-6-4-5,ELECTRICITY,666.731,2.74,3,1827.28,21.0,25.0,1873.277,1826.84,21.34,25,1873.18,0.1,0.01,CLOSE
05,94246778,Offices-7-1-6,ELECTRICITY,373.517,2.64,2,987.14,11.0,20.0,1018.136,986.08,11.95,20,1018.03,0.11,0.01,CLOSE
05,94246751,Offices-4-0-11,ELECTRICITY,0.0,1.62,0,9.1,0.0,0.0,9.1,0.0,0.0,5,9.1,0.0,0.0,MATCH
05,94246750,Retail-513,ELECTRICITY,1741.432,2.79,4,4859.42,55.0,40.0,4954.42,4858.6,55.73,40,4954.33,0.09,0.0,CLOSE
05,94246748,Offices-4-3-6,ELECTRICITY,443.562,2.64,2,1171.3,14.0,20.0,1205.296,1171.0,14.19,20,1205.19,0.11,0.01,CLOSE
05,91969845,Retail-407,ELECTRICITY,-56292.115,2.79,4,9.1,0.0,0.0,9.1,-157055.0,-1801.35,40,9.1,0.0,0.0,MATCH
05,94246746,Offices-4-0-8,ELECTRICITY,453.897,2.64,2,1198.91,14.0,20.0,1232.912,1198.29,14.52,20,1232.81,0.1,0.01,CLOSE
05,94246747,Caravan,ELECTRICITY,3000.182,2.79,4,8370.61,96.0,40.0,8506.612,8370.51,96.01,40,8506.52,0.09,0.0,CLOSE
05,94246858,Offices-6-3-3,ELECTRICITY,1.817,1.62,0,3.1,0.0,5.0,8.101,2.94,0.06,5,9.1,-1.0,10.99,CLOSE
05,96181025,Retail-308,ELECTRICITY,3608.35,2.79,4,10067.86,115.0,40.0,10222.863,10067.3,115.47,40,10222.77,0.09,0.0,CLOSE
05,94246885,Offices-4-1-12,ELECTRICITY,0.698,1.62,0,9.1,0.0,0.0,9.1,1.13,0.02,5,9.1,0.0,0.0,MATCH
05,96181016,Offices-2-0-1-2-10-11,ELECTRICITY,3213.506,2.79,4,8966.61,102.0,40.0,9108.613,8965.68,102.83,40,9108.51,0.1,0.0,CLOSE
05,94246875,Offices-2-1-1-2,ELECTRICITY,2533.692,2.79,4,7069.18,81.0,40.0,7190.178,7069.0,81.08,40,7190.08,0.1,0.0,CLOSE
05,94246874,Offices-4-2-7,ELECTRICITY,132.834,2.16,1,287.27,4.0,15.0,306.271,286.92,4.25,15,306.17,0.1,0.03,CLOSE
05,94246886,Retail-502,ELECTRICITY,6746.0,2.79,4,18822.31,215.0,40.0,19077.31,18821.34,215.87,40,19077.21,0.1,0.0,CLOSE
05,94246880,Retail-515,ELECTRICITY,1971.002,2.79,4,5499.27,63.0,40.0,5602.267,5499.1,63.07,40,5602.17,0.1,0.0,CLOSE
05,94246879,Offices-5-1-6,ELECTRICITY,243.589,2.16,1,527.05,7.0,15.0,549.046,526.15,7.79,15,548.94,0.11,0.02,CLOSE
05,94246877,Offices-6-1-3,ELECTRICITY,56.952,1.62,0,93.18,1.0,5.0,99.184,92.26,1.82,5,99.08,0.1,0.1,CLOSE
05,94246878,Offices-6-2-5,ELECTRICITY,339.353,2.64,2,896.85,10.0,20.0,926.85,895.89,10.86,20,926.75,0.1,0.01,CLOSE
05,96181008,Retail-309,ELECTRICITY,1044.85,2.79,4,2915.67,33.0,40.0,2988.666,2915.13,33.44,40,2988.57,0.1,0.0,CLOSE
05,94246876,Offices-5-4-3,ELECTRICITY,16.478,1.62,0,27.32,0.0,5.0,32.321,26.69,0.53,5,32.22,0.1,0.31,CLOSE
05,94246812,Offices-6-0-4,ELECTRICITY,66.868,1.62,0,108.56,2.0,5.0,115.565,108.33,2.14,5,115.47,0.09,0.08,CLOSE
05,96180991,restaurant Building 1 EDNC,ELECTRICITY,430.664,2.64,2,1137.83,13.0,20.0,1170.833,1136.95,13.78,20,1170.73,0.1,0.01,CLOSE
05,94247190,Offices-5-0-2,ELECTRICITY,986.501,2.74,3,2703.68,31.0,25.0,2759.68,2703.01,31.57,25,2759.58,0.1,0.0,CLOSE
05,94247192,Offices-5-0-1,ELECTRICITY,1069.852,2.79,4,2985.22,34.0,40.0,3059.222,2984.89,34.24,40,3059.13,0.09,0.0,CLOSE
05,94247195,Elrowwad Construction,ELECTRICITY,2481.393,2.79,4,6923.59,79.0,40.0,7042.59,6923.09,79.4,40,7042.49,0.1,0.0,CLOSE
05,94247202,Retail-516,ELECTRICITY,0.0,1.62,0,9.1,0.0,0.0,9.1,0.0,0.0,5,9.1,0.0,0.0,MATCH
05,94247199,Offices-2-4-5,ELECTRICITY,0.0,1.62,0,9.1,0.0,0.0,9.1,0.0,0.0,5,9.1,0.0,0.0,MATCH
05,94247196,Offices-5-4-8/9,ELECTRICITY,160.122,2.16,1,346.09,5.0,15.0,366.086,345.86,5.12,15,365.98,0.11,0.03,CLOSE
05,96180984,Retail-701,ELECTRICITY,0.0,1.62,0,9.1,0.0,0.0,9.1,0.0,0.0,5,9.1,0.0,0.0,MATCH
05,94247200,Offices-6-3-2,ELECTRICITY,29.626,1.62,0,49.04,0.0,5.0,54.042,47.99,0.95,5,53.94,0.1,0.19,CLOSE
